,klub,pilkarz,pozycja,data_urodzenia,wzrost,dominujaca_noga,kontrakt_od,kontrakt_do,wartosc_eur,liga
2467,US Salernitana 1919,Flavius Daniliuc,Środkowy obrońca,27 kwi 2001 (21),"1,88m",prawonożny,29 sie 2022,30 cze 2026,"8,00 mln €",serie a
2468,US Salernitana 1919,Matteo Lovato,Środkowy obrońca,14 lut 2000 (22),"1,88m",prawonożny,6 lip 2022,30 cze 2027,"6,50 mln €",serie a
2469,US Salernitana 1919,Dylan Bronn ,Środkowy obrońca,19 cze 1995 (27),"1,86m",prawonożny,12 sie 2022,30 cze 2025,"3,00 mln €",serie a
2470,US Salernitana 1919,Lorenzo Pirola,Środkowy obrońca,20 lut 2002 (20),"1,85m",lewonożny,30 lip 2022,30 cze 2023,"2,50 mln €",serie a
2471,US Salernitana 1919,Norbert Gyomber,Środkowy obrońca,3 lip 1992 (30),"1,89m",prawonożny,12 wrz 2020,30 cze 2025,"1,00 mln €",serie a
2472,US Salernitana 1919,Federico Fazio ,Środkowy obrońca,17 mar 1987 (35),"1,95m",prawonożny,29 sty 2022,30 cze 2024,600 tys. €,serie a
2473,US Salernitana 1919,Domagoj Bradaric,Lewy obrońca,10 gru 1999 (23),"1,78m",lewonożny,15 lip 2022,30 cze 2026,"5,00 mln €",serie a
2474,US Salernitana 1919,Sanasi Sy ,Lewy obrońca,4 kwi 1999 (23),"1,74m",lewonożny,19 sty 2021,30 cze 2024,400 tys. €,serie a
2475,US Salernitana 1919,Pasquale Mazzocchi ,Prawy obrońca,27 lip 1995 (27),"1,83m",prawonożny,1 lip 2022,30 cze 2026,"5,00 mln €",serie a
2476,US Salernitana 1919,Junior Sambia,Prawy obrońca,7 wrz 1996 (26),"1,85m",prawonożny,19 lip 2022,30 cze 2026,"3,50 mln €",serie a
2477,US Salernitana 1919,Ivan Radovanovic,Defensywny pomocnik,29 sie 1988 (34),"1,87m",prawonożny,31 sty 2022,30 cze 2023,600 tys. €,serie a
2478,US Salernitana 1919,Giulio Maggiore ,Środkowy pomocnik,12 mar 1998 (24),"1,84m",prawonożny,16 sie 2022,30 cze 2026,"7,50 mln €",serie a
2479,US Salernitana 1919,Emil Bohinen,Środkowy pomocnik,12 mar 1999 (23),"1,89m",lewonożny,1 lip 2022,30 cze 2026,"4,00 mln €",serie a
2480,US Salernitana 1919,Lassana Coulibaly,Środkowy pomocnik,10 kwi 1996 (26),"1,83m",prawonożny,31 lip 2021,30 cze 2026,"4,00 mln €",serie a
2481,US Salernitana 1919,Tonny Vilhena,Środkowy pomocnik,3 sty 1995 (28),"1,75m",lewonożny,10 sie 2022,30 cze 2023,"3,80 mln €",serie a
2482,US Salernitana 1919,Hans Nicolussi Caviglia,Środkowy pomocnik,18 cze 2000 (22),"1,84m",prawonożny,5 sty 2023,30 cze 2023,"1,80 mln €",serie a
2483,US Salernitana 1919,Grigoris Kastanos,Środkowy pomocnik,30 sty 1998 (24),"1,79m",lewonożny,2 sie 2022,30 cze 2026,"1,30 mln €",serie a
2484,US Salernitana 1919,Leonardo Capezzi,Środkowy pomocnik,28 mar 1995 (27),"1,78m",prawonożny,29 wrz 2020,30 cze 2023,500 tys. €,serie a
2485,US Salernitana 1919,Antonio Pio Iervolino,Środkowy pomocnik,23 maj 2003 (19),-, ,1 lip 2022,30 cze 2024,50 tys. €,serie a
2486,US Salernitana 1919,Antonio Candreva,Prawy pomocnik,28 lut 1987 (35),"1,80m",prawonożny,12 sie 2022,30 cze 2023,"1,50 mln €",serie a
2487,US Salernitana 1919,Boulaye Dia,Środkowy napastnik,16 lis 1996 (26),"1,80m",prawonożny,18 sie 2022,30 cze 2023,"12,00 mln €",serie a
2488,US Salernitana 1919,Krzysztof Piatek,Środkowy napastnik,1 lip 1995 (27),"1,83m",prawonożny,1 wrz 2022,30 cze 2023,"11,00 mln €",serie a
2489,US Salernitana 1919,Federico Bonazzoli,Środkowy napastnik,21 maj 1997 (25),"1,82m",lewonożny,26 lip 2022,30 cze 2026,"5,00 mln €",serie a
2490,US Salernitana 1919,Erik Botheim,Środkowy napastnik,10 sty 2000 (23),"1,85m",prawonożny,7 lip 2022,30 cze 2026,"3,80 mln €",serie a
2491,US Salernitana 1919,Diego Valencia,Środkowy napastnik,14 sty 2000 (23),"1,85m",prawonożny,11 lip 2022,30 cze 2026,"2,50 mln €",serie a
2492,US Salernitana 1919,Julian Kristoffersen,Środkowy napastnik,10 maj 1997 (25),"1,98m",prawonożny,2 lut 2021,30 cze 2024,200 tys. €,serie a
2493,Hellas Verona,Lorenzo Montipò,Bramkarz,20 lut 1996 (26),"1,91m",prawonożny,1 lip 2022,30 cze 2025,"4,00 mln €",serie a
2494,Hellas Verona,Simone Perilli,Bramkarz,7 sty 1995 (28),"1,95m",prawonożny,3 sie 2022,30 cze 2024,200 tys. €,serie a
2495,Hellas Verona,Mattia Chiesa,Bramkarz,16 lip 2000 (22),"1,90m",prawonożny,1 lip 2019,30 cze 2026,100 tys. €,serie a
2496,Hellas Verona,Alessandro Berardi,Bramkarz,16 sty 1991 (32),"1,85m",prawonożny,14 gru 2018,30 cze 2025,50 tys. €,serie a
2497,Hellas Verona,Koray Günter,Środkowy obrońca,16 sie 1994 (28),"1,86m",prawonożny,2 wrz 2020,30 cze 2025,"4,50 mln €",serie a
2498,Hellas Verona,Pawel Dawidowicz,Środkowy obrońca,20 maj 1995 (27),"1,89m",obunożny,1 lip 2019,30 cze 2025,"3,50 mln €",serie a
2499,Hellas Verona,Isak Hien,Środkowy obrońca,13 sty 1999 (24),"1,91m",prawonożny,27 sie 2022,30 cze 2026,"3,00 mln €",serie a
2500,Hellas Verona,Federico Ceccherini,Środkowy obrońca,11 maj 1992 (30),"1,87m",prawonożny,1 lip 2021,30 cze 2024,"3,00 mln €",serie a
2501,Hellas Verona,Diego Coppola,Środkowy obrońca,28 gru 2003 (19),"1,92m",prawonożny,1 sty 2022,30 cze 2027,"3,00 mln €",serie a
2502,Hellas Verona,Giangiacomo Magnani,Środkowy obrońca,4 paź 1995 (27),"1,91m",prawonożny,1 lip 2021,30 cze 2025,"2,80 mln €",serie a
2503,Hellas Verona,Juan Cabal,Środkowy obrońca,8 sty 2001 (22),"1,86m",lewonożny,20 sie 2022,30 cze 2027,"2,50 mln €",serie a
2504,Hellas Verona,Mert Cetin,Środkowy obrońca,1 sty 1997 (26),"1,89m",prawonożny,1 lip 2021,30 cze 2025,"1,50 mln €",serie a
2505,Hellas Verona,Josh Doig,Lewy obrońca,18 maj 2002 (20),"1,89m",lewonożny,13 lip 2022,30 cze 2026,"6,00 mln €",serie a
2506,Hellas Verona,Davide Faraoni ,Prawy obrońca,25 paź 1991 (31),"1,80m",prawonożny,1 lip 2019,30 cze 2025,"3,50 mln €",serie a
2507,Hellas Verona,Fabio Depaoli,Prawy obrońca,24 kwi 1997 (25),"1,82m",prawonożny,1 wrz 2022,30 cze 2023,"3,00 mln €",serie a
2508,Hellas Verona,Deyovaisio Zeefuik,Prawy obrońca,11 mar 1998 (24),"1,77m",prawonożny,16 sty 2023,30 cze 2023,"1,50 mln €",serie a
2509,Hellas Verona,Adrien Tamèze,Defensywny pomocnik,4 lut 1994 (28),"1,80m",prawonożny,3 wrz 2020,30 cze 2024,"8,00 mln €",serie a
2510,Hellas Verona,Martin Hongla,Defensywny pomocnik,16 mar 1998 (24),"1,81m",prawonożny,1 lip 2022,30 cze 2026,"3,50 mln €",serie a
2511,Hellas Verona,Ibrahim Sulemana,Defensywny pomocnik,22 maj 2003 (19),"1,80m",prawonożny,1 lip 2022,-,800 tys. €,serie a
2512,Hellas Verona,Miguel Veloso,Defensywny pomocnik,11 maj 1986 (36),"1,80m",lewonożny,20 lip 2019,30 cze 2023,700 tys. €,serie a
2513,Hellas Verona,Ivan Ilić,Środkowy pomocnik,17 mar 2001 (21),"1,85m",lewonożny,12 sie 2021,30 cze 2026,"13,00 mln €",serie a
2514,Hellas Verona,Filippo Terracciano,Środkowy pomocnik,8 lut 2003 (19),"1,81m",prawonożny,1 lip 2022,30 cze 2026,"1,00 mln €",serie a
2515,Hellas Verona,Darko Lazović,Lewy pomocnik,15 wrz 1990 (32),"1,81m",prawonożny,6 sie 2019,30 cze 2024,"2,50 mln €",serie a
2516,Hellas Verona,Simone Verdi ,Ofensywny pomocnik,12 lip 1992 (30),"1,74m",obunożny,1 wrz 2022,30 cze 2023,"4,50 mln €",serie a
2517,Hellas Verona,Ajdin Hrustic ,Ofensywny pomocnik,5 lip 1996 (26),"1,80m",lewonożny,1 wrz 2022,30 cze 2026,"1,80 mln €",serie a
2518,Hellas Verona,Mateusz Praszelik ,Ofensywny pomocnik,26 wrz 2000 (22),"1,84m",prawonożny,29 sty 2022,31 sty 2023,"1,20 mln €",serie a
2519,Hellas Verona,Yayah Kallon,Prawy napastnik,30 cze 2001 (21),"1,75m",lewonożny,26 sie 2022,30 cze 2023,"1,50 mln €",serie a
2520,Hellas Verona,Thomas Henry,Środkowy napastnik,20 wrz 1994 (28),"1,91m",prawonożny,16 lip 2022,30 cze 2026,"4,50 mln €",serie a
2521,Hellas Verona,Roberto Piccoli,Środkowy napastnik,27 sty 2001 (21),"1,90m",prawonożny,1 lip 2022,30 cze 2023,"3,50 mln €",serie a
2522,Hellas Verona,Kevin Lasagna,Środkowy napastnik,10 sie 1992 (30),"1,81m",lewonożny,1 lip 2021,30 cze 2025,"2,50 mln €",serie a
2523,Hellas Verona,Milan Djuric,Środkowy napastnik,22 maj 1990 (32),"1,99m",prawonożny,1 lip 2022,30 cze 2025,"1,00 mln €",serie a
2524,Hellas Verona,Jayden Braaf,Środkowy napastnik,31 sie 2002 (20),"1,80m",prawonożny,16 sty 2023,30 cze 2023,"1,00 mln €",serie a
2525,FC Empoli,Guglielmo Vicario,Bramkarz,7 paź 1996 (26),"1,94m",prawonożny,1 lip 2022,-,"12,00 mln €",serie a
2526,FC Empoli,Samuele Perisan,Bramkarz,21 sie 1997 (25),"1,92m",lewonożny,1 lip 2022,30 cze 2025,700 tys. €,serie a
2527,FC Empoli,Samir Ujkani,Bramkarz,5 lip 1988 (34),"1,86m",prawonożny,1 sie 2021,30 cze 2023,200 tys. €,serie a
2528,FC Empoli,Lovro Stubljar,Bramkarz,9 sie 2004 (18),-,lewonożny,1 lip 2022,-,200 tys. €,serie a
2529,FC Empoli,Koni De Winter,Środkowy obrońca,12 cze 2002 (20),"1,91m",prawonożny,9 lip 2022,30 cze 2023,"4,00 mln €",serie a
2530,FC Empoli,Sebastian Walukiewicz,Środkowy obrońca,5 kwi 2000 (22),"1,88m",prawonożny,1 wrz 2022,30 cze 2023,"3,50 mln €",serie a
2531,FC Empoli,Sebastiano Luperto,Środkowy obrońca,6 wrz 1996 (26),"1,91m",lewonożny,18 lip 2022,30 cze 2023,"3,00 mln €",serie a
2532,FC Empoli,Ardian Ismajli ,Środkowy obrońca,30 wrz 1996 (26),"1,85m",prawonożny,9 sie 2021,30 cze 2025,"2,20 mln €",serie a
2533,FC Empoli,Lorenzo Tonelli ,Środkowy obrońca,17 sty 1990 (33),"1,83m",prawonożny,27 sie 2021,30 cze 2023,800 tys. €,serie a
2534,FC Empoli,Gabriele Guarino,Środkowy obrońca,14 kwi 2004 (18),-, ,1 lip 2022,-,200 tys. €,serie a
2535,FC Empoli,Fabiano Parisi,Lewy obrońca,9 lis 2000 (22),"1,78m",lewonożny,22 wrz 2020,30 cze 2025,"8,00 mln €",serie a
2536,FC Empoli,Liberato Cacace,Lewy obrońca,27 wrz 2000 (22),"1,83m",lewonożny,1 lip 2022,-,"2,50 mln €",serie a
2537,FC Empoli,Petar Stojanovic,Prawy obrońca,7 paź 1995 (27),"1,78m",prawonożny,1 lip 2022,-,"2,80 mln €",serie a
2538,FC Empoli,Tyronne Ebuehi ,Prawy obrońca,16 gru 1995 (27),"1,87m",prawonożny,5 lip 2022,30 cze 2025,"1,40 mln €",serie a
2539,FC Empoli,Duccio Degli Innocenti,Defensywny pomocnik,28 kwi 2003 (19),"1,80m",prawonożny,1 lip 2022,30 cze 2023,500 tys. €,serie a
2540,FC Empoli,Razvan Marin,Środkowy pomocnik,23 maj 1996 (26),"1,78m",prawonożny,5 lip 2022,30 cze 2023,"8,00 mln €",serie a
2541,FC Empoli,Filippo Bandinelli,Środkowy pomocnik,29 mar 1995 (27),"1,80m",lewonożny,13 lip 2019,30 cze 2025,"3,50 mln €",serie a
2542,FC Empoli,Liam Henderson,Środkowy pomocnik,25 kwi 1996 (26),"1,83m",prawonożny,11 sie 2021,30 cze 2025,"3,00 mln €",serie a
2543,FC Empoli,Nicolas Haas,Środkowy pomocnik,23 sty 1996 (26),"1,78m",prawonożny,1 lip 2021,30 cze 2025,"3,00 mln €",serie a
2544,FC Empoli,Alberto Grassi ,Środkowy pomocnik,7 mar 1995 (27),"1,83m",prawonożny,17 sie 2022,30 cze 2023,"2,00 mln €",serie a
2545,FC Empoli,Jean-Daniel Akpa Akpro ,Środkowy pomocnik,11 paź 1992 (30),"1,80m",prawonożny,1 wrz 2022,30 cze 2023,"1,40 mln €",serie a
2546,FC Empoli,Jacopo Fazzini,Środkowy pomocnik,16 mar 2003 (19),"1,78m",prawonożny,1 lip 2022,30 cze 2027,800 tys. €,serie a
2547,FC Empoli,Nedim Bajrami,Ofensywny pomocnik,28 lut 1999 (23),"1,79m",prawonożny,1 wrz 2020,30 cze 2024,"8,00 mln €",serie a
2548,FC Empoli,Tommaso Baldanzi,Ofensywny pomocnik,23 mar 2003 (19),"1,70m",lewonożny,1 lip 2021,30 cze 2027,"3,00 mln €",serie a
2549,FC Empoli,Marko Pjaca,Lewy napastnik,6 maj 1995 (27),"1,86m",prawonożny,1 wrz 2022,30 cze 2023,"3,00 mln €",serie a
2550,FC Empoli,Nicolò Cambiaghi,Lewy napastnik,28 gru 2000 (22),"1,73m",prawonożny,4 sie 2022,30 cze 2023,"2,00 mln €",serie a
2551,FC Empoli,Martín Satriano,Środkowy napastnik,20 lut 2001 (21),"1,87m",prawonożny,4 lip 2022,30 cze 2023,"8,00 mln €",serie a
2552,FC Empoli,Mattia Destro ,Środkowy napastnik,20 mar 1991 (31),"1,82m",prawonożny,1 lip 2022,30 cze 2023,"2,50 mln €",serie a
2553,FC Empoli,Francesco Caputo,Środkowy napastnik,6 sie 1987 (35),"1,81m",prawonożny,2 sty 2023,30 cze 2023,"1,50 mln €",serie a
2554,FC Empoli,Emmanuel Ekong,Środkowy napastnik,25 cze 2002 (20),"1,76m",prawonożny,1 lip 2021,30 cze 2027,300 tys. €,serie a
2555,Spezia Calcio,Bartlomiej Dragowski,Bramkarz,19 sie 1997 (25),"1,91m",prawonożny,10 sie 2022,30 cze 2025,"4,50 mln €",serie a
2556,Spezia Calcio,Jeroen Zoet ,Bramkarz,6 sty 1991 (32),"1,89m",prawonożny,8 wrz 2020,30 cze 2024,500 tys. €,serie a
2557,Spezia Calcio,Petar Zovko,Bramkarz,25 mar 2002 (20),"1,92m",lewonożny,12 lip 2021,30 cze 2024,100 tys. €,serie a
2558,Spezia Calcio,Ethan Ampadu,Środkowy obrońca,14 wrz 2000 (22),"1,83m",prawonożny,1 wrz 2022,30 cze 2023,"9,00 mln €",serie a
2559,Spezia Calcio,Jakub Kiwior,Środkowy obrońca,15 lut 2000 (22),"1,89m",lewonożny,31 sie 2021,30 cze 2025,"8,00 mln €",serie a
2560,Spezia Calcio,Dimitrios Nikolaou,Środkowy obrońca,13 sie 1998 (24),"1,88m",lewonożny,9 sie 2021,30 cze 2026,"3,80 mln €",serie a
2561,Spezia Calcio,Mattia Caldara,Środkowy obrońca,5 maj 1994 (28),"1,87m",prawonożny,17 lip 2022,30 cze 2023,"2,50 mln €",serie a
2562,Spezia Calcio,Petko Hristov,Środkowy obrońca,1 mar 1999 (23),"1,91m",prawonożny,5 lip 2021,30 cze 2025,"1,00 mln €",serie a
2563,Spezia Calcio,Arkadiusz Reca,Lewy obrońca,17 cze 1995 (27),"1,87m",lewonożny,1 lip 2022,30 cze 2025,"3,00 mln €",serie a
2564,Spezia Calcio,João Moutinho,Lewy obrońca,12 sty 1998 (25),"1,83m",lewonożny,2 sty 2023,30 cze 2026,"1,50 mln €",serie a
2565,Spezia Calcio,Kelvin Amian,Prawy obrońca,8 lut 1998 (24),"1,80m",prawonożny,22 lip 2021,30 cze 2025,"3,50 mln €",serie a
2566,Spezia Calcio,Emil Holm,Prawy obrońca,13 maj 2000 (22),"1,91m",prawonożny,26 sie 2021,30 cze 2026,"2,50 mln €",serie a
2567,Spezia Calcio,Salva Ferrer,Prawy obrońca,21 sty 1998 (24),"1,84m",prawonożny,9 sie 2019,30 cze 2025,"1,00 mln €",serie a
2568,Spezia Calcio,Salvatore Esposito,Defensywny pomocnik,7 paź 2000 (22),"1,78m",prawonożny,6 sty 2023,30 cze 2023,"3,50 mln €",serie a
2569,Spezia Calcio,Mehdi Bourabia,Defensywny pomocnik,7 sie 1991 (31),"1,83m",prawonożny,1 lip 2022,30 cze 2024,"1,30 mln €",serie a
2570,Spezia Calcio,Albin Ekdal,Defensywny pomocnik,28 lip 1989 (33),"1,86m",prawonożny,13 lip 2022,30 cze 2024,800 tys. €,serie a
2571,Spezia Calcio,Simone Bastoni ,Środkowy pomocnik,5 lis 1996 (26),"1,81m",lewonożny,1 lip 2014,30 cze 2025,"7,50 mln €",serie a
2572,Spezia Calcio,Szymon Zurkowski,Środkowy pomocnik,25 wrz 1997 (25),"1,85m",prawonożny,12 sty 2023,30 cze 2023,"5,80 mln €",serie a
2573,Spezia Calcio,Mikael Egill Ellertsson,Środkowy pomocnik,11 mar 2002 (20),"1,82m",lewonożny,30 sie 2021,30 cze 2026,"1,00 mln €",serie a
2574,Spezia Calcio,Jacopo Sala,Środkowy pomocnik,5 gru 1991 (31),"1,81m",prawonożny,5 wrz 2020,30 cze 2024,500 tys. €,serie a
2575,Spezia Calcio,Kevin Agudelo,Ofensywny pomocnik,14 lis 1998 (24),"1,78m",lewonożny,1 lip 2022,30 cze 2025,"3,50 mln €",serie a
2576,Spezia Calcio,Viktor Kovalenko,Ofensywny pomocnik,14 lut 1996 (26),"1,82m",prawonożny,2 sie 2022,30 cze 2023,"2,00 mln €",serie a
2577,Spezia Calcio,Daniel Maldini,Ofensywny pomocnik,11 paź 2001 (21),"1,88m",prawonożny,29 lip 2022,30 cze 2023,"2,00 mln €",serie a
2578,Spezia Calcio,Emmanuel Gyasi,Lewy napastnik,11 sty 1994 (29),"1,81m",prawonożny,9 sie 2016,30 cze 2025,"2,50 mln €",serie a
2579,Spezia Calcio,Daniele Verde,Prawy napastnik,20 cze 1996 (26),"1,68m",lewonożny,1 lip 2021,30 cze 2025,"4,00 mln €",serie a
2580,Spezia Calcio,M'Bala Nzola,Środkowy napastnik,18 sie 1996 (26),"1,85m",lewonożny,7 paź 2020,30 cze 2024,"3,50 mln €",serie a
2581,Spezia Calcio,David Strelec,Środkowy napastnik,4 kwi 2001 (21),"1,85m",lewonożny,31 sie 2021,30 cze 2026,"1,30 mln €",serie a
2582,US Lecce,Wladimiro Falcone,Bramkarz,12 kwi 1995 (27),"1,95m",prawonożny,17 lip 2022,30 cze 2023,"3,50 mln €",serie a
2583,US Lecce,Marco Bleve,Bramkarz,18 paź 1995 (27),"1,84m",prawonożny,31 sty 2013,30 cze 2023,200 tys. €,serie a
2584,US Lecce,Federico Brancolini,Bramkarz,14 lip 2001 (21),"1,92m",prawonożny,1 lip 2022,30 cze 2027,200 tys. €,serie a
2585,US Lecce,Jasper Samooja,Bramkarz,21 lip 2003 (19),-, ,1 lip 2022,-,75 tys. €,serie a
2586,US Lecce,Marin Pongracic ,Środkowy obrońca,11 wrz 1997 (25),"1,93m",prawonożny,22 sie 2022,30 cze 2023,"6,00 mln €",serie a
2587,US Lecce,Federico Baschirotto,Środkowy obrońca,20 wrz 1996 (26),"1,87m",prawonożny,12 lip 2022,30 cze 2025,"2,20 mln €",serie a
2588,US Lecce,Samuel Umtiti,Środkowy obrońca,14 lis 1993 (29),"1,82m",lewonożny,25 sie 2022,30 cze 2023,"2,00 mln €",serie a
2589,US Lecce,Alessandro Tuia,Środkowy obrońca,8 cze 1990 (32),"1,84m",prawonożny,1 lip 2021,30 cze 2023,700 tys. €,serie a
2590,US Lecce,Kastriot Dermaku ,Środkowy obrońca,15 sty 1992 (31),"1,94m",prawonożny,30 sie 2021,30 cze 2024,600 tys. €,serie a
2591,US Lecce,Giuseppe Pezzella,Lewy obrońca,29 lis 1997 (25),"1,87m",lewonożny,26 sie 2022,30 cze 2023,"3,00 mln €",serie a
2592,US Lecce,Antonino Gallo,Lewy obrońca,5 sty 2000 (23),"1,83m",lewonożny,25 lip 2019,30 cze 2026,"2,00 mln €",serie a
2593,US Lecce,Valentin Gendrey,Prawy obrońca,21 cze 2000 (22),"1,79m",prawonożny,29 lip 2021,30 cze 2024,"2,60 mln €",serie a
2594,US Lecce,Tommaso Cassandro,Prawy obrońca,9 sty 2000 (23),"1,85m",prawonożny,17 sty 2023,30 cze 2025,900 tys. €,serie a
2595,US Lecce,Mats Lemmens,Prawy obrońca,10 mar 2002 (20),"1,86m",prawonożny,1 lip 2022,30 cze 2023,100 tys. €,serie a
2596,US Lecce,Morten Hjulmand,Defensywny pomocnik,25 cze 1999 (23),"1,85m",prawonożny,16 sty 2021,30 cze 2024,"8,00 mln €",serie a
2597,US Lecce,Daniel Samek,Defensywny pomocnik,19 lut 2004 (18),"1,84m",prawonożny,30 lip 2022,30 cze 2027,"2,00 mln €",serie a
2598,US Lecce,Alexis Blin,Defensywny pomocnik,16 wrz 1996 (26),"1,84m",prawonożny,1 lip 2021,30 cze 2025,"2,00 mln €",serie a
2599,US Lecce,Youssef Maleh,Środkowy pomocnik,22 sie 1998 (24),"1,79m",lewonożny,3 sty 2023,30 cze 2023,"4,50 mln €",serie a
2600,US Lecce,Joan González,Środkowy pomocnik,1 lut 2002 (20),"1,90m",prawonożny,1 lip 2022,30 cze 2027,"3,00 mln €",serie a
2601,US Lecce,Kristoffer Askildsen,Środkowy pomocnik,9 sty 2001 (22),"1,90m",prawonożny,17 lip 2022,30 cze 2023,"2,00 mln €",serie a
2602,US Lecce,Thórir Jóhann Helgason,Środkowy pomocnik,28 wrz 2000 (22),"1,87m",prawonożny,15 lip 2021,30 cze 2025,900 tys. €,serie a
2603,US Lecce,John Björkengren,Środkowy pomocnik,9 gru 1998 (24),"1,80m",lewonożny,4 paź 2020,30 cze 2023,600 tys. €,serie a
2604,US Lecce,Medon Berisha,Środkowy pomocnik,21 paź 2003 (19),"1,86m",prawonożny,1 lip 2022,-,100 tys. €,serie a
2605,US Lecce,Marcin Listkowski,Ofensywny pomocnik,10 lut 1998 (24),"1,78m",obunożny,1 wrz 2020,30 cze 2025,400 tys. €,serie a
2606,US Lecce,Lameck Banda,Lewy napastnik,29 sty 2001 (21),"1,69m",prawonożny,4 sie 2022,30 cze 2026,"3,00 mln €",serie a
2607,US Lecce,Federico Di Francesco,Lewy napastnik,14 cze 1994 (28),"1,71m",prawonożny,31 lip 2022,30 cze 2025,"1,50 mln €",serie a
2608,US Lecce,Gabriel Strefezza,Prawy napastnik,18 kwi 1997 (25),"1,68m",prawonożny,12 sie 2021,30 cze 2025,"8,50 mln €",serie a
2609,US Lecce,Rémi Oudin,Prawy napastnik,18 lis 1996 (26),"1,86m",lewonożny,31 sie 2022,30 cze 2023,"4,00 mln €",serie a
2610,US Lecce,Pablo Rodríguez,Cofnięty napastnik,4 sie 2001 (21),"1,78m",prawonożny,30 wrz 2020,30 cze 2024,"2,00 mln €",serie a
2611,US Lecce,Lorenzo Colombo,Środkowy napastnik,8 mar 2002 (20),"1,83m",lewonożny,7 lip 2022,30 cze 2023,"3,50 mln €",serie a
2612,US Lecce,Assan Ceesay,Środkowy napastnik,17 mar 1994 (28),"1,88m",lewonożny,1 lip 2022,30 cze 2024,"3,00 mln €",serie a
2613,US Lecce,Joel Voelkerling Persson,Środkowy napastnik,15 sty 2003 (20),"1,94m",prawonożny,13 lip 2022,30 cze 2027,600 tys. €,serie a
2614,US Cremonese,Marco Carnesecchi,Bramkarz,1 lip 2000 (22),"1,91m",prawonożny,31 sie 2022,30 cze 2023,"8,00 mln €",serie a
2615,US Cremonese,Ionut Radu ,Bramkarz,28 maj 1997 (25),"1,88m",prawonożny,8 lip 2022,30 cze 2023,"3,50 mln €",serie a
2616,US Cremonese,Gianluca Saro,Bramkarz,25 cze 2000 (22),"1,79m",prawonożny,12 sie 2022,-,200 tys. €,serie a
2617,US Cremonese,Mouhamadou Sarr,Bramkarz,5 sty 1997 (26),"1,90m",prawonożny,27 sie 2021,-,200 tys. €,serie a
2618,US Cremonese,Dorian Ciezkowski,Bramkarz,22 mar 2001 (21),"1,92m",lewonożny,30 lip 2021,30 cze 2023,100 tys. €,serie a
2619,US Cremonese,Jack Hendry,Środkowy obrońca,7 maj 1995 (27),"1,92m",prawonożny,1 wrz 2022,30 cze 2023,"3,80 mln €",serie a
2620,US Cremonese,Johan Vásquez,Środkowy obrońca,22 paź 1998 (24),"1,84m",lewonożny,1 lip 2022,30 cze 2023,"3,60 mln €",serie a
2621,US Cremonese,Emanuel Aiwu,Środkowy obrońca,25 gru 2000 (22),"1,85m",prawonożny,5 sie 2022,30 cze 2026,"3,50 mln €",serie a
2622,US Cremonese,Alex Ferrari ,Środkowy obrońca,1 lip 1994 (28),"1,91m",prawonożny,2 sty 2023,30 cze 2023,"1,50 mln €",serie a
2623,US Cremonese,Luka Lochoshvili,Środkowy obrońca,29 maj 1998 (24),"1,92m",lewonożny,10 sie 2022,-,"1,50 mln €",serie a
2624,US Cremonese,Vlad Chiriches ,Środkowy obrońca,14 lis 1989 (33),"1,84m",prawonożny,8 lip 2022,30 cze 2023,"1,30 mln €",serie a
2625,US Cremonese,Matteo Bianchetti,Środkowy obrońca,17 mar 1993 (29),"1,89m",prawonożny,17 sie 2019,30 cze 2025,800 tys. €,serie a
2626,US Cremonese,Emanuele Valeri,Lewy obrońca,7 gru 1998 (24),"1,80m",lewonożny,10 wrz 2020,30 cze 2023,"2,20 mln €",serie a
2627,US Cremonese,Giacomo Quagliata,Lewy obrońca,19 lut 2000 (22),"1,80m",lewonożny,26 lip 2022,30 cze 2026,"2,00 mln €",serie a
2628,US Cremonese,Leonardo Sernicola,Prawy obrońca,30 lip 1997 (25),"1,87m",prawonożny,8 lip 2022,-,"1,90 mln €",serie a
2629,US Cremonese,Paolo Ghiglione,Prawy obrońca,2 lut 1997 (25),"1,91m",prawonożny,17 lip 2022,30 cze 2025,"1,60 mln €",serie a
2630,US Cremonese,Charles Pickel,Defensywny pomocnik,15 maj 1997 (25),"1,87m",prawonożny,22 lip 2022,30 cze 2026,"3,80 mln €",serie a
2631,US Cremonese,Michele Castagnetti,Defensywny pomocnik,27 gru 1989 (33),"1,80m",lewonożny,2 lip 2018,30 cze 2024,700 tys. €,serie a
2632,US Cremonese,Soualiho Meïté,Środkowy pomocnik,17 mar 1994 (28),"1,87m",prawonożny,1 wrz 2022,30 cze 2023,"4,80 mln €",serie a
2633,US Cremonese,Gonzalo Escalante,Środkowy pomocnik,27 mar 1993 (29),"1,82m",prawonożny,9 sie 2022,30 cze 2023,"2,00 mln €",serie a
2634,US Cremonese,Tommaso Milanese,Środkowy pomocnik,31 lip 2002 (20),"1,73m",prawonożny,2 lip 2022,30 cze 2026,"1,50 mln €",serie a
2635,US Cremonese,Christian Acella ,Środkowy pomocnik,7 lip 2002 (20),-,prawonożny,1 lip 2021,-,150 tys. €,serie a
2636,US Cremonese,Cristian Buonaiuto,Lewy napastnik,29 gru 1992 (30),"1,79m",prawonożny,4 wrz 2020,30 cze 2024,800 tys. €,serie a
