,klub,pilkarz,pozycja,data_urodzenia,wzrost,dominujaca_noga,kontrakt_od,kontrakt_do,wartosc_eur,liga,wiek
2509,Hellas Verona,Adrien Tamèze,Defensywny pomocnik,4 lut 1994 (28),"1,80m",prawonożny,3 wrz 2020,30 cze 2024,8000000.0,serie a,28
2510,Hellas Verona,Martin Hongla,Defensywny pomocnik,16 mar 1998 (24),"1,81m",prawonożny,1 lip 2022,30 cze 2026,3500000.0,serie a,24
2511,Hellas Verona,Ibrahim Sulemana,Defensywny pomocnik,22 maj 2003 (19),"1,80m",prawonożny,1 lip 2022,-,800000.0,serie a,19
2512,Hellas Verona,Miguel Veloso,Defensywny pomocnik,11 maj 1986 (36),"1,80m",lewonożny,20 lip 2019,30 cze 2023,700000.0,serie a,36
2513,Hellas Verona,Ivan Ilić,Środkowy pomocnik,17 mar 2001 (21),"1,85m",lewonożny,12 sie 2021,30 cze 2026,13000000.0,serie a,21
2514,Hellas Verona,Filippo Terracciano,Środkowy pomocnik,8 lut 2003 (19),"1,81m",prawonożny,1 lip 2022,30 cze 2026,1000000.0,serie a,19
2515,Hellas Verona,Darko Lazović,Lewy pomocnik,15 wrz 1990 (32),"1,81m",prawonożny,6 sie 2019,30 cze 2024,2500000.0,serie a,32
2516,Hellas Verona,Simone Verdi ,Ofensywny pomocnik,12 lip 1992 (30),"1,74m",obunożny,1 wrz 2022,30 cze 2023,4500000.0,serie a,30
2517,Hellas Verona,Ajdin Hrustic ,Ofensywny pomocnik,5 lip 1996 (26),"1,80m",lewonożny,1 wrz 2022,30 cze 2026,1800000.0,serie a,26
2518,Hellas Verona,Mateusz Praszelik ,Ofensywny pomocnik,26 wrz 2000 (22),"1,84m",prawonożny,29 sty 2022,31 sty 2023,1200000.0,serie a,22
2519,Hellas Verona,Yayah Kallon,Prawy napastnik,30 cze 2001 (21),"1,75m",lewonożny,26 sie 2022,30 cze 2023,1500000.0,serie a,21
2520,Hellas Verona,Thomas Henry,Środkowy napastnik,20 wrz 1994 (28),"1,91m",prawonożny,16 lip 2022,30 cze 2026,4500000.0,serie a,28
2521,Hellas Verona,Roberto Piccoli,Środkowy napastnik,27 sty 2001 (21),"1,90m",prawonożny,1 lip 2022,30 cze 2023,3500000.0,serie a,21
2522,Hellas Verona,Kevin Lasagna,Środkowy napastnik,10 sie 1992 (30),"1,81m",lewonożny,1 lip 2021,30 cze 2025,2500000.0,serie a,30
2523,Hellas Verona,Milan Djuric,Środkowy napastnik,22 maj 1990 (32),"1,99m",prawonożny,1 lip 2022,30 cze 2025,1000000.0,serie a,32
2524,Hellas Verona,Jayden Braaf,Środkowy napastnik,31 sie 2002 (20),"1,80m",prawonożny,16 sty 2023,30 cze 2023,1000000.0,serie a,20
2525,FC Empoli,Guglielmo Vicario,Bramkarz,7 paź 1996 (26),"1,94m",prawonożny,1 lip 2022,-,12000000.0,serie a,26
2526,FC Empoli,Samuele Perisan,Bramkarz,21 sie 1997 (25),"1,92m",lewonożny,1 lip 2022,30 cze 2025,700000.0,serie a,25
2527,FC Empoli,Samir Ujkani,Bramkarz,5 lip 1988 (34),"1,86m",prawonożny,1 sie 2021,30 cze 2023,200000.0,serie a,34
2528,FC Empoli,Lovro Stubljar,Bramkarz,9 sie 2004 (18),-,lewonożny,1 lip 2022,-,200000.0,serie a,18
2529,FC Empoli,Koni De Winter,Środkowy obrońca,12 cze 2002 (20),"1,91m",prawonożny,9 lip 2022,30 cze 2023,4000000.0,serie a,20
2530,FC Empoli,Sebastian Walukiewicz,Środkowy obrońca,5 kwi 2000 (22),"1,88m",prawonożny,1 wrz 2022,30 cze 2023,3500000.0,serie a,22
2531,FC Empoli,Sebastiano Luperto,Środkowy obrońca,6 wrz 1996 (26),"1,91m",lewonożny,18 lip 2022,30 cze 2023,3000000.0,serie a,26
2532,FC Empoli,Ardian Ismajli ,Środkowy obrońca,30 wrz 1996 (26),"1,85m",prawonożny,9 sie 2021,30 cze 2025,2200000.0,serie a,26
2533,FC Empoli,Lorenzo Tonelli ,Środkowy obrońca,17 sty 1990 (33),"1,83m",prawonożny,27 sie 2021,30 cze 2023,800000.0,serie a,33
2534,FC Empoli,Gabriele Guarino,Środkowy obrońca,14 kwi 2004 (18),-, ,1 lip 2022,-,200000.0,serie a,18
2535,FC Empoli,Fabiano Parisi,Lewy obrońca,9 lis 2000 (22),"1,78m",lewonożny,22 wrz 2020,30 cze 2025,8000000.0,serie a,22
2536,FC Empoli,Liberato Cacace,Lewy obrońca,27 wrz 2000 (22),"1,83m",lewonożny,1 lip 2022,-,2500000.0,serie a,22
2537,FC Empoli,Petar Stojanovic,Prawy obrońca,7 paź 1995 (27),"1,78m",prawonożny,1 lip 2022,-,2800000.0,serie a,27
2538,FC Empoli,Tyronne Ebuehi ,Prawy obrońca,16 gru 1995 (27),"1,87m",prawonożny,5 lip 2022,30 cze 2025,1400000.0,serie a,27
2539,FC Empoli,Duccio Degli Innocenti,Defensywny pomocnik,28 kwi 2003 (19),"1,80m",prawonożny,1 lip 2022,30 cze 2023,500000.0,serie a,19
2540,FC Empoli,Razvan Marin,Środkowy pomocnik,23 maj 1996 (26),"1,78m",prawonożny,5 lip 2022,30 cze 2023,8000000.0,serie a,26
2541,FC Empoli,Filippo Bandinelli,Środkowy pomocnik,29 mar 1995 (27),"1,80m",lewonożny,13 lip 2019,30 cze 2025,3500000.0,serie a,27
2542,FC Empoli,Liam Henderson,Środkowy pomocnik,25 kwi 1996 (26),"1,83m",prawonożny,11 sie 2021,30 cze 2025,3000000.0,serie a,26
2543,FC Empoli,Nicolas Haas,Środkowy pomocnik,23 sty 1996 (26),"1,78m",prawonożny,1 lip 2021,30 cze 2025,3000000.0,serie a,26
2544,FC Empoli,Alberto Grassi ,Środkowy pomocnik,7 mar 1995 (27),"1,83m",prawonożny,17 sie 2022,30 cze 2023,2000000.0,serie a,27
2545,FC Empoli,Jean-Daniel Akpa Akpro ,Środkowy pomocnik,11 paź 1992 (30),"1,80m",prawonożny,1 wrz 2022,30 cze 2023,1400000.0,serie a,30
2546,FC Empoli,Jacopo Fazzini,Środkowy pomocnik,16 mar 2003 (19),"1,78m",prawonożny,1 lip 2022,30 cze 2027,800000.0,serie a,19
2547,FC Empoli,Nedim Bajrami,Ofensywny pomocnik,28 lut 1999 (23),"1,79m",prawonożny,1 wrz 2020,30 cze 2024,8000000.0,serie a,23
2548,FC Empoli,Tommaso Baldanzi,Ofensywny pomocnik,23 mar 2003 (19),"1,70m",lewonożny,1 lip 2021,30 cze 2027,3000000.0,serie a,19
2549,FC Empoli,Marko Pjaca,Lewy napastnik,6 maj 1995 (27),"1,86m",prawonożny,1 wrz 2022,30 cze 2023,3000000.0,serie a,27
2550,FC Empoli,Nicolò Cambiaghi,Lewy napastnik,28 gru 2000 (22),"1,73m",prawonożny,4 sie 2022,30 cze 2023,2000000.0,serie a,22
2551,FC Empoli,Martín Satriano,Środkowy napastnik,20 lut 2001 (21),"1,87m",prawonożny,4 lip 2022,30 cze 2023,8000000.0,serie a,21
2552,FC Empoli,Mattia Destro ,Środkowy napastnik,20 mar 1991 (31),"1,82m",prawonożny,1 lip 2022,30 cze 2023,2500000.0,serie a,31
2553,FC Empoli,Francesco Caputo,Środkowy napastnik,6 sie 1987 (35),"1,81m",prawonożny,2 sty 2023,30 cze 2023,1500000.0,serie a,35
2554,FC Empoli,Emmanuel Ekong,Środkowy napastnik,25 cze 2002 (20),"1,76m",prawonożny,1 lip 2021,30 cze 2027,300000.0,serie a,20
2555,Spezia Calcio,Bartlomiej Dragowski,Bramkarz,19 sie 1997 (25),"1,91m",prawonożny,10 sie 2022,30 cze 2025,4500000.0,serie a,25
2556,Spezia Calcio,Jeroen Zoet ,Bramkarz,6 sty 1991 (32),"1,89m",prawonożny,8 wrz 2020,30 cze 2024,500000.0,serie a,32
2557,Spezia Calcio,Petar Zovko,Bramkarz,25 mar 2002 (20),"1,92m",lewonożny,12 lip 2021,30 cze 2024,100000.0,serie a,20
2558,Spezia Calcio,Ethan Ampadu,Środkowy obrońca,14 wrz 2000 (22),"1,83m",prawonożny,1 wrz 2022,30 cze 2023,9000000.0,serie a,22
2559,Spezia Calcio,Jakub Kiwior,Środkowy obrońca,15 lut 2000 (22),"1,89m",lewonożny,31 sie 2021,30 cze 2025,8000000.0,serie a,22
2560,Spezia Calcio,Dimitrios Nikolaou,Środkowy obrońca,13 sie 1998 (24),"1,88m",lewonożny,9 sie 2021,30 cze 2026,3800000.0,serie a,24
2561,Spezia Calcio,Mattia Caldara,Środkowy obrońca,5 maj 1994 (28),"1,87m",prawonożny,17 lip 2022,30 cze 2023,2500000.0,serie a,28
2562,Spezia Calcio,Petko Hristov,Środkowy obrońca,1 mar 1999 (23),"1,91m",prawonożny,5 lip 2021,30 cze 2025,1000000.0,serie a,23
2563,Spezia Calcio,Arkadiusz Reca,Lewy obrońca,17 cze 1995 (27),"1,87m",lewonożny,1 lip 2022,30 cze 2025,3000000.0,serie a,27
2564,Spezia Calcio,João Moutinho,Lewy obrońca,12 sty 1998 (25),"1,83m",lewonożny,2 sty 2023,30 cze 2026,1500000.0,serie a,25
2565,Spezia Calcio,Kelvin Amian,Prawy obrońca,8 lut 1998 (24),"1,80m",prawonożny,22 lip 2021,30 cze 2025,3500000.0,serie a,24
2566,Spezia Calcio,Emil Holm,Prawy obrońca,13 maj 2000 (22),"1,91m",prawonożny,26 sie 2021,30 cze 2026,2500000.0,serie a,22
2567,Spezia Calcio,Salva Ferrer,Prawy obrońca,21 sty 1998 (24),"1,84m",prawonożny,9 sie 2019,30 cze 2025,1000000.0,serie a,24
2568,Spezia Calcio,Salvatore Esposito,Defensywny pomocnik,7 paź 2000 (22),"1,78m",prawonożny,6 sty 2023,30 cze 2023,3500000.0,serie a,22
2569,Spezia Calcio,Mehdi Bourabia,Defensywny pomocnik,7 sie 1991 (31),"1,83m",prawonożny,1 lip 2022,30 cze 2024,1300000.0,serie a,31
2570,Spezia Calcio,Albin Ekdal,Defensywny pomocnik,28 lip 1989 (33),"1,86m",prawonożny,13 lip 2022,30 cze 2024,800000.0,serie a,33
2571,Spezia Calcio,Simone Bastoni ,Środkowy pomocnik,5 lis 1996 (26),"1,81m",lewonożny,1 lip 2014,30 cze 2025,7500000.0,serie a,26
2572,Spezia Calcio,Szymon Zurkowski,Środkowy pomocnik,25 wrz 1997 (25),"1,85m",prawonożny,12 sty 2023,30 cze 2023,5800000.0,serie a,25
2573,Spezia Calcio,Mikael Egill Ellertsson,Środkowy pomocnik,11 mar 2002 (20),"1,82m",lewonożny,30 sie 2021,30 cze 2026,1000000.0,serie a,20
2574,Spezia Calcio,Jacopo Sala,Środkowy pomocnik,5 gru 1991 (31),"1,81m",prawonożny,5 wrz 2020,30 cze 2024,500000.0,serie a,31
2575,Spezia Calcio,Kevin Agudelo,Ofensywny pomocnik,14 lis 1998 (24),"1,78m",lewonożny,1 lip 2022,30 cze 2025,3500000.0,serie a,24
2576,Spezia Calcio,Viktor Kovalenko,Ofensywny pomocnik,14 lut 1996 (26),"1,82m",prawonożny,2 sie 2022,30 cze 2023,2000000.0,serie a,26
2577,Spezia Calcio,Daniel Maldini,Ofensywny pomocnik,11 paź 2001 (21),"1,88m",prawonożny,29 lip 2022,30 cze 2023,2000000.0,serie a,21
2578,Spezia Calcio,Emmanuel Gyasi,Lewy napastnik,11 sty 1994 (29),"1,81m",prawonożny,9 sie 2016,30 cze 2025,2500000.0,serie a,29
2579,Spezia Calcio,Daniele Verde,Prawy napastnik,20 cze 1996 (26),"1,68m",lewonożny,1 lip 2021,30 cze 2025,4000000.0,serie a,26
2580,Spezia Calcio,M'Bala Nzola,Środkowy napastnik,18 sie 1996 (26),"1,85m",lewonożny,7 paź 2020,30 cze 2024,3500000.0,serie a,26
2581,Spezia Calcio,David Strelec,Środkowy napastnik,4 kwi 2001 (21),"1,85m",lewonożny,31 sie 2021,30 cze 2026,1300000.0,serie a,21
2582,US Lecce,Wladimiro Falcone,Bramkarz,12 kwi 1995 (27),"1,95m",prawonożny,17 lip 2022,30 cze 2023,3500000.0,serie a,27
2583,US Lecce,Marco Bleve,Bramkarz,18 paź 1995 (27),"1,84m",prawonożny,31 sty 2013,30 cze 2023,200000.0,serie a,27
2584,US Lecce,Federico Brancolini,Bramkarz,14 lip 2001 (21),"1,92m",prawonożny,1 lip 2022,30 cze 2027,200000.0,serie a,21
2585,US Lecce,Jasper Samooja,Bramkarz,21 lip 2003 (19),-, ,1 lip 2022,-,75000.0,serie a,19
2586,US Lecce,Marin Pongracic ,Środkowy obrońca,11 wrz 1997 (25),"1,93m",prawonożny,22 sie 2022,30 cze 2023,6000000.0,serie a,25
2587,US Lecce,Federico Baschirotto,Środkowy obrońca,20 wrz 1996 (26),"1,87m",prawonożny,12 lip 2022,30 cze 2025,2200000.0,serie a,26
2588,US Lecce,Samuel Umtiti,Środkowy obrońca,14 lis 1993 (29),"1,82m",lewonożny,25 sie 2022,30 cze 2023,2000000.0,serie a,29
2589,US Lecce,Alessandro Tuia,Środkowy obrońca,8 cze 1990 (32),"1,84m",prawonożny,1 lip 2021,30 cze 2023,700000.0,serie a,32
2590,US Lecce,Kastriot Dermaku ,Środkowy obrońca,15 sty 1992 (31),"1,94m",prawonożny,30 sie 2021,30 cze 2024,600000.0,serie a,31
2591,US Lecce,Giuseppe Pezzella,Lewy obrońca,29 lis 1997 (25),"1,87m",lewonożny,26 sie 2022,30 cze 2023,3000000.0,serie a,25
2592,US Lecce,Antonino Gallo,Lewy obrońca,5 sty 2000 (23),"1,83m",lewonożny,25 lip 2019,30 cze 2026,2000000.0,serie a,23
2593,US Lecce,Valentin Gendrey,Prawy obrońca,21 cze 2000 (22),"1,79m",prawonożny,29 lip 2021,30 cze 2024,2600000.0,serie a,22
2594,US Lecce,Tommaso Cassandro,Prawy obrońca,9 sty 2000 (23),"1,85m",prawonożny,17 sty 2023,30 cze 2025,900000.0,serie a,23
2595,US Lecce,Mats Lemmens,Prawy obrońca,10 mar 2002 (20),"1,86m",prawonożny,1 lip 2022,30 cze 2023,100000.0,serie a,20
2596,US Lecce,Morten Hjulmand,Defensywny pomocnik,25 cze 1999 (23),"1,85m",prawonożny,16 sty 2021,30 cze 2024,8000000.0,serie a,23
2597,US Lecce,Daniel Samek,Defensywny pomocnik,19 lut 2004 (18),"1,84m",prawonożny,30 lip 2022,30 cze 2027,2000000.0,serie a,18
2598,US Lecce,Alexis Blin,Defensywny pomocnik,16 wrz 1996 (26),"1,84m",prawonożny,1 lip 2021,30 cze 2025,2000000.0,serie a,26
2599,US Lecce,Youssef Maleh,Środkowy pomocnik,22 sie 1998 (24),"1,79m",lewonożny,3 sty 2023,30 cze 2023,4500000.0,serie a,24
2600,US Lecce,Joan González,Środkowy pomocnik,1 lut 2002 (20),"1,90m",prawonożny,1 lip 2022,30 cze 2027,3000000.0,serie a,20
2601,US Lecce,Kristoffer Askildsen,Środkowy pomocnik,9 sty 2001 (22),"1,90m",prawonożny,17 lip 2022,30 cze 2023,2000000.0,serie a,22
2602,US Lecce,Thórir Jóhann Helgason,Środkowy pomocnik,28 wrz 2000 (22),"1,87m",prawonożny,15 lip 2021,30 cze 2025,900000.0,serie a,22
2603,US Lecce,John Björkengren,Środkowy pomocnik,9 gru 1998 (24),"1,80m",lewonożny,4 paź 2020,30 cze 2023,600000.0,serie a,24
2604,US Lecce,Medon Berisha,Środkowy pomocnik,21 paź 2003 (19),"1,86m",prawonożny,1 lip 2022,-,100000.0,serie a,19
2605,US Lecce,Marcin Listkowski,Ofensywny pomocnik,10 lut 1998 (24),"1,78m",obunożny,1 wrz 2020,30 cze 2025,400000.0,serie a,24
2606,US Lecce,Lameck Banda,Lewy napastnik,29 sty 2001 (21),"1,69m",prawonożny,4 sie 2022,30 cze 2026,3000000.0,serie a,21
2607,US Lecce,Federico Di Francesco,Lewy napastnik,14 cze 1994 (28),"1,71m",prawonożny,31 lip 2022,30 cze 2025,1500000.0,serie a,28
2608,US Lecce,Gabriel Strefezza,Prawy napastnik,18 kwi 1997 (25),"1,68m",prawonożny,12 sie 2021,30 cze 2025,8500000.0,serie a,25
2609,US Lecce,Rémi Oudin,Prawy napastnik,18 lis 1996 (26),"1,86m",lewonożny,31 sie 2022,30 cze 2023,4000000.0,serie a,26
2610,US Lecce,Pablo Rodríguez,Cofnięty napastnik,4 sie 2001 (21),"1,78m",prawonożny,30 wrz 2020,30 cze 2024,2000000.0,serie a,21
2611,US Lecce,Lorenzo Colombo,Środkowy napastnik,8 mar 2002 (20),"1,83m",lewonożny,7 lip 2022,30 cze 2023,3500000.0,serie a,20
2612,US Lecce,Assan Ceesay,Środkowy napastnik,17 mar 1994 (28),"1,88m",lewonożny,1 lip 2022,30 cze 2024,3000000.0,serie a,28
2613,US Lecce,Joel Voelkerling Persson,Środkowy napastnik,15 sty 2003 (20),"1,94m",prawonożny,13 lip 2022,30 cze 2027,600000.0,serie a,20
2614,US Cremonese,Marco Carnesecchi,Bramkarz,1 lip 2000 (22),"1,91m",prawonożny,31 sie 2022,30 cze 2023,8000000.0,serie a,22
2615,US Cremonese,Ionut Radu ,Bramkarz,28 maj 1997 (25),"1,88m",prawonożny,8 lip 2022,30 cze 2023,3500000.0,serie a,25
2616,US Cremonese,Gianluca Saro,Bramkarz,25 cze 2000 (22),"1,79m",prawonożny,12 sie 2022,-,200000.0,serie a,22
2617,US Cremonese,Mouhamadou Sarr,Bramkarz,5 sty 1997 (26),"1,90m",prawonożny,27 sie 2021,-,200000.0,serie a,26
2618,US Cremonese,Dorian Ciezkowski,Bramkarz,22 mar 2001 (21),"1,92m",lewonożny,30 lip 2021,30 cze 2023,100000.0,serie a,21
2619,US Cremonese,Jack Hendry,Środkowy obrońca,7 maj 1995 (27),"1,92m",prawonożny,1 wrz 2022,30 cze 2023,3800000.0,serie a,27
2620,US Cremonese,Johan Vásquez,Środkowy obrońca,22 paź 1998 (24),"1,84m",lewonożny,1 lip 2022,30 cze 2023,3600000.0,serie a,24
2621,US Cremonese,Emanuel Aiwu,Środkowy obrońca,25 gru 2000 (22),"1,85m",prawonożny,5 sie 2022,30 cze 2026,3500000.0,serie a,22
2622,US Cremonese,Alex Ferrari ,Środkowy obrońca,1 lip 1994 (28),"1,91m",prawonożny,2 sty 2023,30 cze 2023,1500000.0,serie a,28
2623,US Cremonese,Luka Lochoshvili,Środkowy obrońca,29 maj 1998 (24),"1,92m",lewonożny,10 sie 2022,-,1500000.0,serie a,24
2624,US Cremonese,Vlad Chiriches ,Środkowy obrońca,14 lis 1989 (33),"1,84m",prawonożny,8 lip 2022,30 cze 2023,1300000.0,serie a,33
2625,US Cremonese,Matteo Bianchetti,Środkowy obrońca,17 mar 1993 (29),"1,89m",prawonożny,17 sie 2019,30 cze 2025,800000.0,serie a,29
2626,US Cremonese,Emanuele Valeri,Lewy obrońca,7 gru 1998 (24),"1,80m",lewonożny,10 wrz 2020,30 cze 2023,2200000.0,serie a,24
2627,US Cremonese,Giacomo Quagliata,Lewy obrońca,19 lut 2000 (22),"1,80m",lewonożny,26 lip 2022,30 cze 2026,2000000.0,serie a,22
2628,US Cremonese,Leonardo Sernicola,Prawy obrońca,30 lip 1997 (25),"1,87m",prawonożny,8 lip 2022,-,1900000.0,serie a,25
2629,US Cremonese,Paolo Ghiglione,Prawy obrońca,2 lut 1997 (25),"1,91m",prawonożny,17 lip 2022,30 cze 2025,1600000.0,serie a,25
2630,US Cremonese,Charles Pickel,Defensywny pomocnik,15 maj 1997 (25),"1,87m",prawonożny,22 lip 2022,30 cze 2026,3800000.0,serie a,25
2631,US Cremonese,Michele Castagnetti,Defensywny pomocnik,27 gru 1989 (33),"1,80m",lewonożny,2 lip 2018,30 cze 2024,700000.0,serie a,33
2632,US Cremonese,Soualiho Meïté,Środkowy pomocnik,17 mar 1994 (28),"1,87m",prawonożny,1 wrz 2022,30 cze 2023,4800000.0,serie a,28
2633,US Cremonese,Gonzalo Escalante,Środkowy pomocnik,27 mar 1993 (29),"1,82m",prawonożny,9 sie 2022,30 cze 2023,2000000.0,serie a,29
2634,US Cremonese,Tommaso Milanese,Środkowy pomocnik,31 lip 2002 (20),"1,73m",prawonożny,2 lip 2022,30 cze 2026,1500000.0,serie a,20
2635,US Cremonese,Christian Acella ,Środkowy pomocnik,7 lip 2002 (20),-,prawonożny,1 lip 2021,-,150000.0,serie a,20
2636,US Cremonese,Cristian Buonaiuto,Lewy napastnik,29 gru 1992 (30),"1,79m",prawonożny,4 wrz 2020,30 cze 2024,800000.0,serie a,30
2637,US Cremonese,Luca Zanimacchia,Prawy napastnik,19 lip 1998 (24),"1,78m",prawonożny,9 lip 2021,30 cze 2023,2000000.0,serie a,24
2638,US Cremonese,Cyriel Dessers ,Środkowy napastnik,8 gru 1994 (28),"1,85m",prawonożny,10 sie 2022,30 cze 2027,6000000.0,serie a,28
2639,US Cremonese,Felix Afena-Gyan,Środkowy napastnik,19 sty 2003 (19),"1,75m",prawonożny,29 sie 2022,-,5500000.0,serie a,19
2640,US Cremonese,David Okereke,Środkowy napastnik,29 sie 1997 (25),"1,81m",prawonożny,28 lip 2022,30 cze 2025,4300000.0,serie a,25
2641,US Cremonese,Frank Tsadjout,Środkowy napastnik,28 lip 1999 (23),"1,90m",lewonożny,15 lip 2022,30 cze 2025,900000.0,serie a,23
2642,US Cremonese,Daniel Ciofani,Środkowy napastnik,31 lip 1985 (37),"1,91m",prawonożny,9 sie 2019,30 cze 2023,200000.0,serie a,37
2643,UC Sampdoria,Emil Audero,Bramkarz,18 sty 1997 (26),"1,92m",prawonożny,1 lip 2019,30 cze 2026,6000000.0,serie a,26
2644,UC Sampdoria,Martin Turk,Bramkarz,21 sie 2003 (19),"1,90m",lewonożny,13 sty 2023,30 cze 2023,300000.0,serie a,19
2645,UC Sampdoria,Nicola Ravaglia,Bramkarz,12 gru 1988 (34),"1,84m",prawonożny,1 wrz 2020,30 cze 2024,100000.0,serie a,34
2646,UC Sampdoria,Elia Tantalocchi,Bramkarz,30 cze 2004 (18),"1,90m",prawonożny,8 lip 2022,-,25000.0,serie a,18
2647,UC Sampdoria,Omar Colley,Środkowy obrońca,24 paź 1992 (30),"1,91m",lewonożny,1 lip 2018,30 cze 2025,3500000.0,serie a,30
2648,UC Sampdoria,Jeison Murillo,Środkowy obrońca,27 maj 1992 (30),"1,82m",prawonożny,14 sty 2020,30 cze 2023,2500000.0,serie a,30
2649,UC Sampdoria,Bruno Amione,Środkowy obrońca,3 sty 2002 (21),"1,87m",lewonożny,1 wrz 2022,30 cze 2023,2000000.0,serie a,21
2650,UC Sampdoria,Bram Nuytinck,Środkowy obrońca,4 maj 1990 (32),"1,91m",lewonożny,2 sty 2023,30 cze 2023,2000000.0,serie a,32
2651,UC Sampdoria,Kaique Rocha,Środkowy obrońca,28 lut 2001 (21),"1,95m",prawonożny,1 wrz 2020,30 cze 2024,1000000.0,serie a,21
2652,UC Sampdoria,Tommaso Augello,Lewy obrońca,30 sie 1994 (28),"1,80m",lewonożny,1 wrz 2020,30 cze 2025,2500000.0,serie a,28
2653,UC Sampdoria,Nicola Murru ,Lewy obrońca,16 gru 1994 (28),"1,80m",lewonożny,1 lip 2017,30 cze 2024,1600000.0,serie a,28
2654,UC Sampdoria,Alessandro Zanoli,Prawy obrońca,3 paź 2000 (22),"1,88m",prawonożny,7 sty 2023,30 cze 2023,4000000.0,serie a,22
2655,UC Sampdoria,Andrea Conti ,Prawy obrońca,2 mar 1994 (28),"1,84m",prawonożny,10 sty 2022,30 cze 2025,1000000.0,serie a,28
2656,UC Sampdoria,Harry Winks,Defensywny pomocnik,2 lut 1996 (26),"1,78m",prawonożny,30 sie 2022,30 cze 2023,12000000.0,serie a,26
2657,UC Sampdoria,Tomás Rincón,Defensywny pomocnik,13 sty 1988 (35),"1,77m",prawonożny,5 lip 2022,30 cze 2023,800000.0,serie a,35
2658,UC Sampdoria,Gerard Yepes,Defensywny pomocnik,25 sie 2002 (20),"1,70m",prawonożny,1 lip 2022,30 cze 2025,500000.0,serie a,20
2659,UC Sampdoria,Ronaldo Vieira,Środkowy pomocnik,19 lip 1998 (24),"1,78m",prawonożny,1 sie 2018,30 cze 2023,3000000.0,serie a,24
2660,UC Sampdoria,Simone Trimboli,Środkowy pomocnik,19 kwi 2002 (20),"1,76m",prawonożny,1 lip 2021,30 cze 2024,600000.0,serie a,20
2661,UC Sampdoria,Telasco Segovia,Środkowy pomocnik,2 kwi 2003 (19),"1,80m",prawonożny,10 sie 2022,30 cze 2023,350000.0,serie a,19
2662,UC Sampdoria,Lorenzo Malagrida,Lewy pomocnik,24 paź 2003 (19),"1,74m",prawonożny,1 lip 2022,30 cze 2025,250000.0,serie a,19
2663,UC Sampdoria,Abdelhamid Sabiri,Ofensywny pomocnik,28 lis 1996 (26),"1,86m",prawonożny,1 lip 2022,30 cze 2025,4000000.0,serie a,26
2664,UC Sampdoria,Filip Djuricic,Ofensywny pomocnik,30 sty 1992 (30),"1,81m",prawonożny,1 sie 2022,30 cze 2024,2500000.0,serie a,30
2665,UC Sampdoria,Valerio Verre,Ofensywny pomocnik,11 sty 1994 (29),"1,81m",obunożny,30 sty 2017,30 cze 2025,1800000.0,serie a,29
2666,UC Sampdoria,Ignacio Pussetto ,Prawy napastnik,21 gru 1995 (27),"1,80m",prawonożny,1 wrz 2022,30 cze 2023,2500000.0,serie a,27
2667,UC Sampdoria,Mehdi Léris,Prawy napastnik,23 maj 1998 (24),"1,86m",prawonożny,12 sie 2019,30 cze 2024,2200000.0,serie a,24
2668,UC Sampdoria,Manolo Gabbiadini,Środkowy napastnik,26 lis 1991 (31),"1,86m",lewonożny,11 sty 2019,30 cze 2026,3000000.0,serie a,31
2669,UC Sampdoria,Sam Lammers,Środkowy napastnik,30 kwi 1997 (25),"1,91m",obunożny,2 sty 2023,29 cze 2023,2800000.0,serie a,25
2670,UC Sampdoria,Manuel De Luca ,Środkowy napastnik,17 lip 1998 (24),"1,92m",obunożny,11 sie 2021,30 cze 2025,2500000.0,serie a,24
2671,UC Sampdoria,Fabio Quagliarella ,Środkowy napastnik,31 sty 1983 (39),"1,80m",prawonożny,1 lip 2016,30 cze 2023,1000000.0,serie a,39
2672,UC Sampdoria,Daniele Montevago,Środkowy napastnik,18 mar 2003 (19),"1,84m",prawonożny,28 paź 2022,30 cze 2025,150000.0,serie a,19
2673,Benfika Lizbona,Odysseas Vlachodimos,Bramkarz,26 kwi 1994 (28),"1,91m",prawonożny,1 lip 2018,30 cze 2024,16000000.0,liga nos,28
2674,Benfika Lizbona,Samuel Soares,Bramkarz,15 cze 2002 (20),"1,90m",prawonożny,-,30 cze 2027,2000000.0,liga nos,20
2675,Benfika Lizbona,Helton Leite,Bramkarz,2 lis 1990 (32),"1,96m",prawonożny,8 sie 2020,30 cze 2025,2000000.0,liga nos,32
2676,Benfika Lizbona,António Silva,Środkowy obrońca,30 paź 2003 (19),"1,87m",prawonożny,1 lip 2022,30 cze 2027,15000000.0,liga nos,19
2677,Benfika Lizbona,Morato,Środkowy obrońca,30 cze 2001 (21),"1,92m",lewonożny,1 lip 2021,30 cze 2027,15000000.0,liga nos,21
2678,Benfika Lizbona,Lucas Veríssimo,Środkowy obrońca,2 lip 1995 (27),"1,88m",prawonożny,31 sty 2021,30 cze 2026,8000000.0,liga nos,27
2679,Benfika Lizbona,João Victor,Środkowy obrońca,17 lip 1998 (24),"1,87m",prawonożny,7 lip 2022,30 cze 2027,8000000.0,liga nos,24
2680,Benfika Lizbona,John Anthony Brooks,Środkowy obrońca,28 sty 1993 (29),"1,93m",lewonożny,1 wrz 2022,30 cze 2023,6000000.0,liga nos,29
